id,city,city_code,airport_name,country,timezone,,,
4218,Mariupol,MPW,Mariupol,Ukraine,Europe/Zaporozhye,,,
4219,Miyanmin,MPX,Miyanmin,Papua New Guinea,Pacific/Port_Moresby,,,
4220,Maripasoula,MPY,Maripasoula,French Guiana,America/Cayenne,,,
4221,Mt Pleasant,MPZ,Municipal,United States,America/Chicago,,,
4222,Mandora,MQA,Mandora,Australia,Australia/Perth,,,
4223,Macomb,MQB,Municipal,United States,America/Chicago,,,
4224,Miquelon,MQC,Miquelon Aprt,St. Pierre and Miquelon,America/Miquelon,,,
4225,Maquinchao,MQD,Maquinchao,Argentina,America/Argentina/Salta,,,
4226,Marqua,MQE,Marqua,Australia,Australia/Darwin,,,
4227,Chelyabinsk,MQF,Magnitogorsk,Russian Federation,Asia/Yekaterinburg,,,
4228,Minacu,MQH,Municipal,Brazil,America/Sao_Paulo,,,
4229,Balikesir,MQJ,Merkez,Turkey,Asia/Magadan,,,
4230,Mildura,MQL,Mildura,Australia,Australia/Melbourne,,,
4231,Mardin,MQM,Mardin,Turkey,Europe/Istanbul,,,
4232,Mo I Rana,MQN,Mo I Rana,Norway,Europe/Oslo,,,
4233,Nelspruit,MQP,Kruger Mpumalanga,South Africa,Africa/Johannesburg,,,
4234,Moundou,MQQ,Moundou,Chad,Africa/Ndjamena,,,
4235,Mosquera,MQR,Mosquera,Colombia,America/Bogota,,,
4236,Mustique Island,MQS,Mustique,Saint Vincent and the Grenadines,America/St_Vincent,,,
4237,Marquette,MQT,Sawyer International,United States,America/Detroit,,,
4238,Mariquita,MQU,Mariquita,Colombia,America/Bogota,,,
4239,Mostaganem,MQV,Mostaganem,Algeria,Africa/Algiers,,,
4240,Mc Rae,MQW,Telfair-Wheeler,United States,America/New_York,,,
4241,Makale,MQX,Makale,Ethiopia,Africa/Addis_Ababa,,,
4242,Margaret River,MQZ,Margaret River,Australia,Australia/Perth,,,
4243,Misurata,MRA,Misurata,Libya,Africa/Tripoli,,,
4244,Martinsburg,MRB,Eastern Wv Regional Airport/Shepherd Field,United States,America/New_York,,,
4245,Columbia,MRC,Maury County,United States,America/Chicago,,,
4246,Merida,MRD,A Carnevalli,Venezuela,America/Caracas,,,
4247,Mara Lodges,MRE,Mara Lodges,Kenya,Africa/Nairobi,,,
4248,Marfa,MRF,Municipal,United States,America/Chicago,,,
4249,Mareeba,MRG,Mareeba,Australia,Australia/Brisbane,,,
4250,May River,MRH,May River,Papua New Guinea,Pacific/Port_Moresby,,,
4251,Anchorage,MRI,Merrill Field,United States,America/Anchorage,,,
4252,Marco Island,MRK,Marco Island,United States,America/New_York,,,
4253,Miners Lake,MRL,Miners Lake,Australia,Australia/Brisbane,,,
4254,Manare,MRM,Manare,Papua New Guinea,Pacific/Port_Moresby,,,
4255,Morganton,MRN,Lenoir,United States,America/New_York,,,
4256,Masterton,MRO,Masterton,New Zealand (Aotearoa),Pacific/Auckland,,,
4257,Marla,MRP,Marla,Australia,Australia/Adelaide,,,
4258,Marinduque,MRQ,Marinduque,Philippines,Asia/Manila,,,
4259,Macara,MRR,Macara,Ecuador,America/Guayaquil,,,
4260,Marseille,MRS,Marseille Provence Airport,France,Europe/Paris,,,
4261,Moroak,MRT,Moroak,Australia,Australia/Darwin,,,
4262,Mauritius,MRU,S.Seewoosagur Ram.Int,Mauritius,Indian/Mauritius,,,
4263,Mineralnye Vody,MRV,Mineralnye Vody,Russian Federation,Europe/Moscow,,,
4264,Maribo,MRW,Maribo,Denmark,Europe/Copenhagen,,,
4265,Bandar Mahshahr,MRX,Mahshahr,Iran,Asia/Tehran,,,
4266,Monterey,MRY,Monterey Peninsula,United States,America/Los_Angeles,,,
4267,Moree,MRZ,Moree,Australia,Australia/Sydney,,,
4268,Muskrat Dam,MSA,Muskrat Dam,Canada,America/Winnipeg,,,
4269,Mesa,MSC,Falcon Field,United States,America/Phoenix,,,
4270,Manston,MSE,Kent International,United Kingdom,Europe/London,,,
4271,Mount Swan,MSF,Mount Swan,Australia,Australia/Darwin,,,
4272,Masirah,MSH,Masirah,Oman,Asia/Muscat,,,
4273,Masalembo,MSI,Masalembo,Indonesia,Asia/Pontianak,,,
4274,Misawa,MSJ,Misawa,Japan,Asia/Tokyo,,,
4275,Masi Manimba,MSM,Masi Manimba,Zaire,Africa/Kinshasa,,,
4276,Madison,MSN,Dane County Regional,United States,America/Chicago,,,
4277,Missoula,MSO,Johnson-Bell Field,United States,America/Denver,,,
4278,Minneapolis,MSP,St Paul Intl,United States,America/Chicago,,,
4279,Minsk,MSQ,Minsk International 2,Belarus,Europe/Minsk,,,
4280,Mus,MSR,Mus,Turkey,Europe/Istanbul,,,
4281,Massena,MSS,Richards Field,United States,America/New_York,,,
4282,Maastricht,MST,Maastricht/aachen,Netherlands,Europe/Amsterdam,,,
4283,Maseru,MSU,Moshoeshoe Intl,Lesotho,Africa/Maseru,,,
4284,Monticello,MSV,Sullivan County Intl,United States,America/New_York,,,
4285,Massawa,MSW,Massawa,Ethiopia,Africa/Asmara,,,
4286,Mossendjo,MSX,Mossendjo,Congo,Africa/Brazzaville,,,
4287,Namibe,MSZ,Namibe,Angola,Africa/Luanda,,,
4288,Matamata,MTA,Matamata,New Zealand (Aotearoa),Pacific/Auckland,,,
4289,Monte Libano,MTB,Monte Libano,Colombia,America/Bogota,,,
4290,Mt Clemens,MTC,Selfridge ANGB,United States,America/Detroit,,,
4291,Mt Sandford,MTD,Mt Sandford,Australia,Australia/Darwin,,,
4292,Monte Alegre,MTE,Monte Alegre,Brazil,America/Santarem,,,
4293,Mizan Teferi,MTF,Mizan Teferi,Ethiopia,Africa/Addis_Ababa,,,
4294,Mato Grosso,MTG,Mato Grosso,Brazil,America/Cuiaba,,,
4295,Marathon,MTH,Marathon Flight Strip,United States,America/New_York,,,
4296,Mosteiros,MTI,Mosteiros,Cape Verde,Atlantic/Cape_Verde,,,
4297,Montrose,MTJ,Montrose County,United States,America/Denver,,,
4298,Makin Island,MTK,Makin Island,Kiribati,Pacific/Tarawa,,,
4299,Maitland,MTL,Maitland,Australia,Australia/Sydney,,,
4300,Baltimore,MTN,Glenn L Martin,United States,America/New_York,,,
4301,Mattoon,MTO,Coles County Memorial,United States,America/Chicago,,,
4302,Montauk,MTP,Sky Portal,United States,America/New_York,,,
4303,Mitchell,MTQ,Mitchell,Australia,Australia/Brisbane,,,
4304,Monteria,MTR,S. Jeronimo,Colombia,America/Bogota,,,
4305,Manzini,MTS,Matsapha Intl,Swaziland,Africa/Mbabane,,,
4306,Minatitlan,MTT,Minatitlan,Mexico,America/Mexico_City,,,
4307,Montepuez,MTU,Montepuez,Mozambique,Africa/Maputo,,,
4308,Mota Lava,MTV,Mota Lava,Vanuatu,Pacific/Efate,,,
4309,Manitowoc,MTW,Municipal,United States,America/Chicago,,,
4310,Fairbanks,MTX,Metro Field,United States,America/Anchorage,,,
4311,Monterrey,MTY,Gen Mariano Escobedo,Mexico,America/Monterrey,,,
4312,Masada,MTZ,Masada,Israel,Asia/Jerusalem,,,
4313,Munda,MUA,Munda,Solomon Islands,Pacific/Guadalcanal,,,
4314,Maun,MUB,Maun,Botswana,Africa/Gaborone,,,
4315,Munich,MUC,Franz Josef Strauss,Germany,Europe/Berlin,,,
4316,Mueda,MUD,Mueda,Mozambique,Africa/Maputo,,,
4317,Kamuela,MUE,Kamuela,United States,Pacific/Honolulu,,,
4318,Muting,MUF,Muting,Indonesia,Asia/Jayapura,,,
4319,Mulege,MUG,Mulege,Mexico,America/Mazatlan,,,
4320,Mersa Matruh,MUH,Mersa Matruh,Egypt,Africa/Cairo,,,
4321,Fort Indiantown,MUI,Muir AAF,United States,America/New_York,,,
4322,Mauke Island,MUK,Mauke Island,Cook Islands,Pacific/Rarotonga,,,
4323,Moultrie,MUL,Spence,United States,America/New_York,,,
4324,Maturin,MUN,Quiriquire,Venezuela,America/Caracas,,,
4325,Mountain Home,MUO,AFB,United States,America/Boise,,,
4326,Mulga Park,MUP,Mulga Park,Australia,Australia/Darwin,,,
4327,Muccan,MUQ,Muccan,Australia,Australia/Perth,,,
4328,Marudi,MUR,Marudi,Malaysia,Asia/Kuching,,,
4329,Marcus Island,MUS,Marcus Island,Japan,Asia/Tokyo,,,
4330,Muscatine,MUT,Muscatine,United States,America/Chicago,,,
4331,Mascara,MUW,Mascara,Algeria,Africa/Algiers,,,
4332,Multan,MUX,Multan,Pakistan,Asia/Karachi,,,
4333,Mouyondzi,MUY,Mouyondzi,Congo,Africa/Brazzaville,,,
4334,Musoma,MUZ,Musoma,Tanzania,Africa/Dar_es_Salaam,,,
4335,Myvatn,MVA,Reykiahlid,Iceland,Atlantic/Reykjavik,,,
4336,Franceville,MVB,Franceville/Mvengue,Gabon,Africa/Libreville,,,
4337,Monroe,MVC,Monroe - Walton County,United States,America/Chicago,,,
4338,Montevideo,MVD,Carrasco International Airport,Uruguay,America/Montevideo,,,
4339,Montevideo,MVE,Municipal,"MINNESOTA"",America/Chicago
4340,Mossoro,MVF,""Dixsept Rosado",Brazil,America/Fortaleza,,
4341,Manetai,MVI,Manetai,Papua New Guinea,Pacific/Port_Moresby,,,
4342,Mandeville,MVJ,Marlboro,Jamaica,America/Jamaica,,,
4343,Mulka,MVK,Mulka,Australia,Australia/Adelaide,,,
4344,Kayenta,MVM,Monument Valley,United States,America/Denver,,,
4345,Mt Vernon,MVN,Mt Vernon-Outland,United States,America/Chicago,,,
4346,Mongo,MVO,Mongo,Chad,Africa/Ndjamena,,,
4347,Mitu,MVP,Mitu,Colombia,America/Bogota,,,
4348,Mogilev,MVQ,Mogilev,Belarus,Europe/Minsk,,,
4349,Maroua,MVR,Salam,Cameroon,Africa/Douala,,,
4350,Mucuri,MVS,Aeroporto Max Feffer,Brazil,America/Bahia,,,
4351,Mataiva,MVT,Mataiva,French Polynesia,Pacific/Tahiti,,,
4352,Musgrave,MVU,Musgrave,Australia,Australia/Brisbane,,,
4353,Megeve,MVV,Megeve,France,Europe/Paris,,,
4354,Mount Vernon,MVW,Skagit Regional,United States,America/Los_Angeles,,,
4355,Minvoul,MVX,Minvoul,Gabon,Africa/Libreville,,,
4356,Masvingo,MVZ,Masvingo,Zimbabwe,Africa/Harare,,,
4357,Marion,MWA,Williamson County,United States,America/Chicago,,,
4358,Morawa,MWB,Morawa,Australia,Australia/Perth,,,
4359,Milwaukee,MWC,Lawrence J Timmerman,United States,America/Chicago,,,
4360,Mianwali,MWD,Mianwali,Pakistan,Asia/Karachi,,,
4361,Merowe,MWE,Merowe,Sudan,Africa/Khartoum,,,
4362,Maewo,MWF,Maewo,Vanuatu,Pacific/Efate,,,
4363,Marawaka,MWG,Marawaka,Papua New Guinea,Pacific/Port_Moresby,,,
4364,Moses Lake,MWH,Grant County,United States,America/Los_Angeles,,,
4365,Maramuni,MWI,Maramuni,Papua New Guinea,Pacific/Port_Moresby,,,
4366,Matthews Ridge,MWJ,Matthews Ridge,Guyana,America/Guyana,,,
4367,Matak,MWK,Matak,Indonesia,Asia/Jakarta,,,
4368,Mineral Wells,MWL,Mineral Wells Arpt,United States,America/Chicago,,,
4369,Mwadui,MWN,Mwadui,Tanzania,Africa/Dar_es_Salaam,,,
4370,"Middletown, Ohio",MWO,Hook Field,United States,America/New_York,,,
4371,Mountain,MWP,Mountain,Nepal,Asia/Kathmandu,,,
4372,Magwe,MWQ,Magwe,Myanmar,Asia/Rangoon,,,
4373,Motswari,MWR,Motswari Airfield,South Africa,Africa/Johannesburg,,,
4374,Moolawatana,MWT,Moolawatana,Australia,Australia/Adelaide,,,
4375,Mussau,MWU,Mussau,Papua New Guinea,Pacific/Port_Moresby,,,
4376,Mundulkiri,MWV,Mundulkiri,Cambodia,Asia/Phnom_Penh,,,
4377,Miranda Downs,MWY,Miranda Downs,Australia,Australia/Brisbane,,,
4378,Mwanza,MWZ,Mwanza,Tanzania,Africa/Dar_es_Salaam,,,
4379,Manila,MXA,Municipal,United States,America/Chicago,,,
4380,Masamba,MXB,Masamba,Indonesia,Asia/Makassar,,,
4381,Monticello,MXC,San Juan County,United States,America/Denver,,,
4382,Marion Downs,MXD,Marion Downs,Australia,Australia/Brisbane,,,
4383,Maxton,MXE,Maxton,United States,America/New_York,,,
4384,Montgomery,MXF,Maxwell AFB,United States,America/Chicago,,,
4385,Moro,MXH,Moro,Papua New Guinea,Pacific/Port_Moresby,,,
4386,Mati,MXI,Mati,Philippines,Asia/Manila,,,
4387,Minna,MXJ,Minna,Nigeria,Africa/Lagos,,,
4388,Mexicali,MXL,Mexicali,Mexico,America/Tijuana,,,
4389,Morombe,MXM,Morombe,Madagascar,Indian/Antananarivo,,,
4390,Morlaix,MXN,Morlaix,France,Europe/Paris,,,
4391,Monticello,MXO,Municipal,United States,America/Chicago,,,
4392,Milan,MXP,Malpensa,Italy,Europe/Rome,,,
4393,Mirgorod,MXR,Mirgorod,Ukraine,Europe/Kiev,,,
4394,Maota Savaii Is,MXS,Maota Savaii Is,Samoa,Pacific/Apia,,,
4395,Maintirano,MXT,Maintirano,Madagascar,Indian/Antananarivo,,,
4396,Mullewa,MXU,Mullewa,Australia,Australia/Perth,,,
4397,Moron,MXV,Moron,Mongolia,Asia/Ulaanbaatar,,,
4398,Mandalgobi,MXW,Mandalgobi,Mongolia,Asia/Ulaanbaatar,,,
4399,Mora,MXX,Mora,Sweden,Europe/Stockholm,,,
4400,Mccarthy,MXY,Mccarthy,United States,America/Anchorage,,,
4401,Meixian,MXZ,Meixian,China,Asia/Shanghai,,,
4402,Moruya,MYA,Moruya,Australia,Australia/Sydney,,,
4403,Mayoumba,MYB,Mayoumba,Gabon,Africa/Libreville,,,
4404,Maracay,MYC,Maracay,Venezuela,America/Caracas,,,
4405,Malindi,MYD,Malindi,Kenya,Africa/Nairobi,,,
4406,Miyake Jima,MYE,Miyake Jima,Japan,Asia/Tokyo,,,
4407,Mayaguana,MYG,Mayaguana,Bahamas,America/Nassau,,,
4408,Murray Island,MYI,Murray Island,Australia,Australia/Lindeman,,,
4409,Matsuyama,MYJ,Matsuyama,Japan,Asia/Tokyo,,,
4410,May Creek,MYK,May Creek,United States,America/Anchorage,,,
4411,Mccall,MYL,Mccall,United States,America/Boise,,,
4412,Monkey Mountain,MYM,Monkey Mountain,Guyana,America/Guyana,,,
4413,Mareb,MYN,Mareb,Yemen,Asia/Aden,,,
4414,Myroodah,MYO,Myroodah,Australia,Australia/Perth,,,
4415,Mary,MYP,Mary,Turkmenistan,Asia/Ashgabat,,,
4416,Mysore,MYQ,Mysore,India,Asia/Kolkata,,,
4417,Myrtle Beach,MYR,Myrtle Beach AFB,United States,America/New_York,,,
4418,Myitkyina,MYT,Myitkyina,Myanmar,Asia/Rangoon,,,
4419,Mekoryuk,MYU,Ellis Field,United States,America/Nome,,,
4420,Marysville,MYV,Yuba County,United States,America/Los_Angeles,,,
4421,Mtwara,MYW,Mtwara,Tanzania,Africa/Dar_es_Salaam,,,
4422,Miri,MYY,Miri,Malaysia,Asia/Kuching,,,
4423,Monkey Bay,MYZ,Monkey Bay,Malawi,Africa/Blantyre,,,
4424,Mocimboa Praia,MZB,Mocimboa Praia,Mozambique,Africa/Maputo,,,
4425,Mitzic,MZC,Mitzic,Gabon,Africa/Libreville,,,
4426,Mendez,MZD,Mendez,Ecuador,America/Guayaquil,,,
4427,Manatee,MZE,Manatee,Belize,America/New_York,,,
4428,Mzamba(Wild Coast Sun),MZF,Mzamba(Wild Coast Sun),South Africa,Africa/Johannesburg,,,
4429,Makung,MZG,Makung,Taiwan,Asia/Taipei,,,
4430,Merzifon,MZH,Merzifon,Turkey,Europe/Istanbul,,,
4431,Mopti,MZI,Mopti,Mali,Africa/Bamako,,,
4432,Marana,MZJ,Marana,United States,America/Phoenix,,,
4433,Marakei,MZK,Marakei,Kiribati,Pacific/Tarawa,,,
4434,Manizales,MZL,Santaguida,Colombia,America/Bogota,,,
4435,Metz,MZM,Frescaty,France,Europe/Paris,,,
4436,Minj,MZN,Minj,Papua New Guinea,Pacific/Port_Moresby,,,
4437,Manzanillo,MZO,Sierra Maestra,Cuba,America/Havana,,,
4438,Mkuze,MZQ,Mkuze,South Africa,Africa/Johannesburg,,,
4439,Mazar-I-Sharif,MZR,Mazar-I-Sharif,Afghanistan,Asia/Kabul,,,
4440,Mazatlan,MZT,Gen Rafael Buelna,Mexico,America/Mazatlan,,,
4441,Muzaffarpur,MZU,Muzaffarpur,India,Asia/Kolkata,,,
4442,Mulu,MZV,Mulu,Malaysia,Asia/Kuching,,,
4443,Mechria,MZW,Mechria,Algeria,Africa/Algiers,,,
4444,Mossel Bay,MZY,Mossel Bay,South Africa,Africa/Johannesburg,,,
4445,Marion,MZZ,Marion,United States,America/Indiana/Indianapolis,,,
4446,Narrabri,NAA,Narrabri,Australia,Australia/Sydney,,,
4447,Albany,NAB,Albany NAS,United States,America/New_York,,,
4448,Naracoorte,NAC,Naracoorte,Australia,Australia/Adelaide,,,
4449,Macanal,NAD,Macanal,Colombia,America/Bogota,,,
4450,Natitingou,NAE,Natitingou,Benin,Africa/Porto-Novo,,,
4451,Banaina,NAF,Banaina,Indonesia,Asia/Makassar,,,
4452,Nagpur,NAG,Sonegaon,India,Asia/Kolkata,,,
4453,Naha,NAH,Naha,Indonesia,Asia/Makassar,,,
4454,Annai,NAI,Annai,Guyana,America/Guyana,,,
4455,Nakhichevan,NAJ,Nakhichevan,Azerbaijan,Asia/Baku,,,
4456,Nakhon Ratchasima,NAK,Nakhon Ratchasima,Thailand,Asia/Bangkok,,,
4457,Nalchik,NAL,Nalchik,Russian Federation,Europe/Moscow,,,
4458,Namlea,NAM,Namlea,Indonesia,Asia/Jayapura,,,
4459,Nadi,NAN,International,Fiji,Pacific/Fiji,,,
4460,Nanchong,NAO,Nanchong,China,Asia/Chongqing,,,
4461,Naples,NAP,Capodichino,Italy,Europe/Rome,,,
4462,Nare,NAR,Nare,Colombia,America/Bogota,,,
4463,Nassau,NAS,Intl,Bahamas,America/Nassau,,,
4464,Natal,NAT,Augusto Severo,Brazil,America/Recife,,,
4465,Napuka Island,NAU,Napuka Island,French Polynesia,Pacific/Tahiti,,,
4466,Nevsehir,NAV,Nevsehir,Turkey,Europe/Istanbul,,,
4467,Narathiwat,NAW,Narathiwat,Thailand,Asia/Bangkok,,,
4468,Beijing,NAY,Nanyuan Airport,China,Asia/Shanghai,,,
4469,Barrancominas,NBB,Barrancominas,Colombia,America/Bogota,,,
4470,Naberevnye Chelny,NBC,Naberevnye Chelny,Russian Federation,Europe/Moscow,,,
4471,New Orleans,NBG,NAS/Alvin Callendar,United States,America/Chicago,,,
4472,Nambucca Heads,NBH,Nambucca Heads,Australia,Australia/Sydney,,,
4473,Nairobi,NBO,Jomo Kenyatta International,Kenya,Africa/Nairobi,,,
4474,Nambour,NBR,Nambour,Australia,Australia/Brisbane,,,
4475,Glenview,NBU,NAS,United States,America/Chicago,,,
4476,Cana Brava,NBV,Cana Brava,Brazil,America/Sao_Paulo,,,
4477,Guantanamo,NBW,Guantanamo NAS,Cuba,America/Havana,,,
4478,Nabire,NBX,Nabire,Indonesia,Asia/Jayapura,,,
4479,North Caicos,NCA,North Caicos,Turks and Caicos Islands,America/Grand_Turk,,,
4480,Nueva Casas Grandes,NCG,Nueva Casas Grandes,Mexico,America/Chihuahua,,,
4481,Nachingwea,NCH,Nachingwea,Tanzania,Africa/Dar_es_Salaam,,,
4482,Necocli,NCI,Necocli,Colombia,America/Bogota,,,
4483,Newcastle,NCL,Newcastle Airport,United Kingdom,Europe/London,,,
4484,New Chenega,NCN,New Chenega,United States,America/Anchorage,,,
4485,Newcastle,NCS,Newcastle,South Africa,Africa/Johannesburg,,,
4486,Nicoya,NCT,Guanacaste,Costa Rica,America/Costa_Rica,,,
4487,Nukus,NCU,Nukus,Uzbekistan,Asia/Samarkand,,,
4488,Annecy,NCY,Annecy-Meythe,France,Europe/Paris,,,
4489,Bandanaira,NDA,Bandanaira,Indonesia,Asia/Jayapura,,,
4490,Nouadhibou,NDB,Nouadhibou,Mauritania,Africa/Nouakchott,,,
4491,Nanded,NDC,Nanded,India,Asia/Kolkata,,,
4492,Mandera,NDE,Mandera,Kenya,Africa/Nairobi,,,
4493,Ndalatandos,NDF,Ndalatandos,Angola,Africa/Luanda,,,
4494,Ndjamena,NDJ,Ndjamena,Chad,Africa/Ndjamena,,,
4495,Namdrik Island,NDK,Namdrik Island,Marshall Islands,Pacific/Majuro,,,
4496,Ndele,NDL,Ndele,Central African Republic,Africa/Bangui,,,
4497,Mendi,NDM,Mendi,Ethiopia,Africa/Addis_Ababa,,,
4498,Nadunumu,NDN,Nadunumu,Papua New Guinea,Pacific/Port_Moresby,,,
4499,Nador,NDR,Nador,Morocco,Africa/Casablanca,,,
4500,Nordholz-Spieka,NDZ,Cuxhaven,Germany,Europe/Berlin,,,
4501,Necochea,NEC,Necochea,Argentina,America/Argentina/Buenos_Aires,,,
4502,Neftekamsk,NEF,Neftekamsk,Russian Federation,Asia/Yekaterinburg,,,
4503,Negril,NEG,Negril,Jamaica,America/Jamaica,,,
4504,Nejjo,NEJ,Nejjo,Ethiopia,Africa/Addis_Ababa,,,
4505,Nekemt,NEK,Nekemt,Ethiopia,Africa/Addis_Ababa,,,
4506,Lakehurst,NEL,Naec,United States,America/New_York,,,
4507,Neryungri,NER,Neryungri,Russian Federation,Asia/Yakutsk,,,
4508,New Bight,NET,New Bight,Bahamas,America/Nassau,,,
4509,Nevis,NEV,Newcastle,Saint Kitts and Nevis,America/St_Kitts,,,
4510,New Orleans,NEW,Lakefront,United States,America/Chicago,,,
4511,Nefteyugansk,NFG,Nefteyugansk,Russian Federation,Asia/Yekaterinburg,,,
4512,Fallon,NFL,NAS,United States,America/Los_Angeles,,,
4513,Nafoora,NFR,Nafoora,Libya,Africa/Tripoli,,,
4514,Ningbo,NGB,Ningbo,China,Asia/Shanghai,,,
4515,Anegada,NGD,Anegada,Virgin Islands (British),America/Tortola,,,
4516,Ngaoundere,NGE,Ngaoundere,Cameroon,Africa/Douala,,,
4517,Ngau Island,NGI,Ngau Island,Fiji,Pacific/Fiji,,,
4518,Ngala,NGL,Ngala Airfield,South Africa,Africa/Johannesburg,,,
4519,Nargana,NGN,Nargana,Panama,America/Panama,,,
4520,Corpus Christi,NGP,NAS,United States,America/Chicago,,,
4521,Ningerum,NGR,Ningerum,Papua New Guinea,Pacific/Port_Moresby,,,
4522,Nagasaki,NGS,Nagasaki,Japan,Asia/Tokyo,,,
4523,Norfolk,NGU,Nas Chambers,United States,America/New_York,,,
4524,Corpus Christi,NGW,Cabaniss Field,United States,America/Chicago,,,
4525,Manang,NGX,Manang,Nepal,Asia/Kathmandu,,,
4526,Alameda,NGZ,NAS,United States,America/Los_Angeles,,,
4527,Nha Trang,NHA,Nha Trang,Viet Nam,Asia/Ho_Chi_Minh,,,
4528,Minhad Ab,NHD,Military Airport,United Arab Emirates,Asia/Dubai,,,
4529,New Halfa,NHF,New Halfa,Sudan,Africa/Khartoum,,,
4530,Nushki,NHS,Nushki,Pakistan,Asia/Karachi,,,
4531,Northolt,NHT,Northolt,United Kingdom,Europe/London,,,
4532,Nuku Hiva,NHV,Nuku Hiva,French Polynesia,Pacific/Tahiti,,,
4533,Foley,NHX,Barin Olf Osn,United States,America/Chicago,,,
4534,Brunswick,NHZ,NAS,United States,America/New_York,,,
4535,Nimba,NIA,Nimba,Liberia,Africa/Monrovia,,,
4536,Nikolai,NIB,Nikolai,United States,America/Anchorage,,,
4537,Nicosia,NIC,Nicosia,Cyprus,Asia/Nicosia,,,
4538,Niblack,NIE,Niblack,United States,America/Juneau,,,
4539,Nifty,NIF,Nifty,Australia,Australia/Perth,,,
4540,Nikunau,NIG,Nikunau,Kiribati,Pacific/Tarawa,,,
4541,Niokolo Koba,NIK,Niokolo Koba,Senegal,Africa/Dakar,,,
4542,Niamey,NIM,Niamey,Niger,Africa/Niamey,,,
4543,Nioki,NIO,Nioki,Zaire,Africa/Kinshasa,,,
4544,Jacksonville,NIP,Jacksonville NAS,United States,America/New_York,,,
4545,Niort,NIT,Niort,France,Europe/Paris,,,
4546,Nioro,NIX,Nioro,Mali,Africa/Bamako,,,
4547,Atsugi,NJA,NAS,Japan,Asia/Tokyo,,,
4548,Nizhnevartovsk,NJC,Nizhnevartovsk,Russian Federation,Asia/Yekaterinburg,,,
4549,El Centro,NJK,NAF,United States,America/Los_Angeles,,,
4550,Noonkanbah,NKB,Noonkanbah,Australia,Australia/Perth,,,
4551,Nouakchott,NKC,Nouakchott,Mauritania,Africa/Nouakchott,,,
4552,Nanking/nanjing,NKG,Nanking/nanjing,China,Asia/Shanghai,,,
4553,Nkolo,NKL,Nkolo,Zaire,Africa/Kinshasa,,,
4554,Nagoya,NKM,Komaki AFB,Japan,Asia/Tokyo,,,
4555,Nankina,NKN,Nankina,Papua New Guinea,Pacific/Port_Moresby,,,
4556,Ankokoambo,NKO,Ankokoambo,Madagascar,Indian/Antananarivo,,,
4557,Nkongsamba,NKS,Nkongsamba,Cameroon,Africa/Douala,,,
4558,Nkaus,NKU,Nkaus,Lesotho,Africa/Maseru,,,
4559,Nkayi,NKY,Nkayi,Congo,Africa/Brazzaville,,,
4560,Ndola,NLA,Ndola,Zambia,Africa/Lusaka,,,
4561,Lemoore,NLC,NAS/Reeves Field,United States,America/Los_Angeles,,,
4562,Nuevo Laredo,NLD,Intl Quetzalcoatl,Mexico,America/Matamoros,,,
4563,Darnley Island,NLF,Darnley Island,Australia,Pacific/Port_Moresby,,,
4564,Nelson Lagoon,NLG,Nelson Lagoon,United States,America/Anchorage,,,
4565,Norfolk Island,NLK,Norfolk Island,Norfolk Island,Pacific/Norfolk,,,
4566,Nullagine,NLL,Nullagine,Australia,Australia/Perth,,,
4567,Nelspruit,NLP,Nelspruit International,South Africa,Africa/Johannesburg,,,
4568,Nicholson,NLS,Nicholson,Australia,Australia/Perth,,,
4569,Mexico City,NLU,Santa Lucia,Mexico,America/Mexico_City,,,
4570,Nikolaev,NLV,Nikolaev,Ukraine,Europe/Kiev,,,
4571,Namangan,NMA,Namangan,Uzbekistan,Asia/Tashkent,,,
4572,Daman,NMB,Daman,India,Asia/Kolkata,,,
4573,Nightmute,NME,Nightmute,United States,America/Nome,,,
4574,New Moon,NMP,New Moon,Australia,Australia/Brisbane,,,
4575,Nappa Merry,NMR,Nappa Merry,Australia,Australia/Brisbane,,,
4576,Namsang,NMS,Namsang,Myanmar,Asia/Rangoon,,,
4577,Namtu,NMT,Namtu,Myanmar,Asia/Rangoon,,,
4578,Kenitra,NNA,NAF,Morocco,Africa/Casablanca,,,
4579,Nanning,NNG,Nanning,China,Asia/Chongqing,,,
4580,Namutoni,NNI,Namutoni,Namibia,Africa/Windhoek,,,
4581,Naknek,NNK,Naknek,United States,America/Anchorage,,,
4582,Nondalton,NNL,Nondalton,United States,America/Anchorage,,,
4583,Naryan-Mar,NNM,Naryan-Mar,Russian Federation,Europe/Moscow,,,
4584,Nan,NNT,Nan,Thailand,Asia/Bangkok,,,
4585,Nanuque,NNU,Nanuque,Brazil,America/Sao_Paulo,,,
4586,Nunukan,NNX,Nunukan,Indonesia,Asia/Makassar,,,
4587,Nanyang,NNY,Nanyang,China,Asia/Shanghai,,,
4588,Nowra,NOA,Nowra,Australia,Australia/Sydney,,,
4589,Nosara Beach,NOB,Nosara Beach,Costa Rica,America/Costa_Rica,,,
4590,Knock,NOC,Ireland West Airport Knock,Ireland,Europe/Dublin,,,
4591,Norden,NOD,Norden,Germany,Europe/Berlin,,,
4592,Nogales,NOG,Nogales,Mexico,America/Hermosillo,,,
4593,Novorossijsk,NOI,Novorossijsk,Russian Federation,Europe/Moscow,,,
4594,Nojabrxsk,NOJ,Nojabrxsk,Russian Federation,Asia/Yekaterinburg,,,
